Book Number,Parva Name,Section Number,Paragraph Number,Paragraph Text
12, Mokshadharma Parva ,173,11,"2:2 The art by which the body could, as in Egypt, be preserved for thousands of years was not known to the Rishis."
12, Mokshadharma Parva ,173,12,"3:1 The commentator explains the sense of this as follows; The cow belongs to him who drinks her milk. Those who derive no advantage from her have no need for showing her any affection. One should not covet what is above one's want, It has been said, that (to a thirsty or hungry or toil-worn man), a little quantity of vaccine milk is of more use than a hundred kine; a small measure of rice more useful than a hundred barns filled with grain; half a little bed is of more use than a large mansion."
12, Mokshadharma Parva ,173,13,"3:2 I follow Nilakantha in rendering this verse. His interpretation is plausible. Mudatamah, according to him, are those who are in deep sleep. There are four stages of consciousness. These are (1) wakefulness, (2) dream, (3) dreamless or deep slumber, and (4) Turiya or absolute Samadhi (which the Yogin only can attain to)."
12, Mokshadharma Parva ,173,14,"3:3 The two extremes, of course, are dreamless slumber and Turiya or Samadhi. The two intermediate ones are wakefulness and sleep with dream."
12, Mokshadharma Parva ,173,15,"3:4 Pride in consequences of having insulted or humiliated others; and success over others such as victories in, battle and other concerns of the world."
12, Mokshadharma Parva ,173,16,"4:1 The first half of the second line is read variously. The sense, however, in effect, remains unaltered. What is said here is that man who succeeds in attaining to a state of Brahma by true Samadhi or abstraction from the world, can never be touched by grief."
12, Mokshadharma Parva ,173,17,"4:2 In all treatises on Yoga it is said that when the first stage is passed, the neophyte succeeds in looking at his own self. The meaning seems to be that he experiences a sort of double existence so that he succeeds in himself looking at his own self."
12, Mokshadharma Parva ,173,18,4:3 This is the same as 46. The Bombay edition does not repeat it.
12, Mokshadharma Parva ,173,19,"5:1 The house referred to is the body. The single column on which it is supported is the backbone, and the nine doors are the eyes, the ears, the nostrils, etc. etc."
12, Mokshadharma Parva ,173,20,"5:2 The sense is that women always regard their human lovers as dear without regarding the Supreme Being to be so, although He is always with them."
12, Mokshadharma Parva ,174,1,"""Yudhishthira said, 'Time, which is destructive of every created thing, is passing on. 3 Tell me, O grandsire, what is that good thing which should be sought.'"
12, Mokshadharma Parva ,174,2,"""Bhishma said, 'In this connection, O king, is cited the old narrative of a discourse between sire and son, O Yudhishthira! A certain Brahmana. O Partha, who was devoted to the study of the Vedas, got a very intelligent son who (for this) was called Medhavin. 4 One day, the son, well conversant with the truths of the religion of Emancipation, and acquainted also with the affairs of the world, addressed his sire devoted to the study of the Vedas.'"
12, Mokshadharma Parva ,174,3,"""The son said, 'What should a wise man do, O father, seeing that the period of human life is passing away so very quickly? O father, tell methe course of duties that one should perform, without omitting to mention the fruits. Having listened to thee, I desire to observe those duties.'"
12, Mokshadharma Parva ,174,4,"""The sire said, 'O son, observing the Brahmacharya mode of life, one should first study the Vedas. He should then wish for children for rescuing his ancestors. Setting up his fire next, he should seek to perform the (prescribed) sacrifices according to due rites. At last, he should enter the forest for devoting himself to contemplation.'"
12, Mokshadharma Parva ,174,5,"""The son said, 'When the world is thus surrounded on all sides and is thus assailed, and when such irresistible things of fatal consequences fall upon it, how can you say these words so calmly?'"
12, Mokshadharma Parva ,174,6,"""The sire said, How is the world assailed? What is that by which it is surrounded? What, again, are those irresistible things of fatal consequences that fall upon it? Why dost thou frighten me thus?'"
12, Mokshadharma Parva ,174,7,"""The son said, 'Death is that by which the world is assailed. Decrepitude encompasses it. Those irresistible things that come and go away are the nights (that are continually lessening the period of human life). When I know that Death tarries for none (but approaches steadily towards every creature), how can I pass my time without covering myself with the garb of knowledge? 1 When each succeeding night, passing away lessens the allotted period of one's existence, the man of wisdom should regard the day to be fruitless. (When death is approaching steadily) who is there that would, like a fish in a shallow water, feel happy? Death comes to a man before his desires have been gratified. Death snatches away a person when he is engaged in plucking flowers and when his heart is otherwise set, like a tigress bearing away a ram. Do thou, this very day, accomplish that which is for thy good. Let not this Death come to thee. Death drags its victims before their acts are accomplished. The acts of tomorrow should be done today, those of the afternoon in the forenoon. Death does not wait to see whether the acts of its victim have all been accomplished or not. Who knows that Death will not come to him even today? In prime of age one should betake oneself to the practice of virtue. Life is transitory. If virtue be practised, fame here and felicity hereafter will be the consequences. Overwhelmed by ignorance, one is ready to exert oneself for sons and wives. Achieving virtuous or vicious acts, one brings them up and aggrandises them. Like a tiger bearing away a sleeping deer, Death snatches away the man addicted to the gratification of desire and engaged in the enjoyment of sons and animals. Before he has been able to pluck the flowers upon which he has set his heart, before he has been gratified by the acquisition of the objects of his desire, Death bears him away like a tiger bearing away its prey. Death overpowers a man while the latter is stilt in the midst of the happiness that accrues from the gratification of desire, and while, still thinking, 'This has been done; this is to be done; this has been half-done.' Death bears away the man, however designated according to hisprofession, attached to his field, his shop, or his home, before he has obtained the fruit of his acts. Death bears away the weak, the strong, the brave, the timid, the idiotic, and the learned, before any of these obtains the fruits of his acts. When death, decrepitude, disease, and sorrow arising from diverse causes, are all residing in thy body, how is it that thou livest as if thou art perfectly hale? As soon as a creature is born, Decrepitude and Death pursue him for (effecting) his destruction. All existent things, mobile and immobile, are affected by these two. The attachment which one feels for dwelling in villages and towns (in the midst of fellowmen) is said to be the very mouth of Death. The forest, on the other hand, is regarded as the fold within which the senses may be penned. This is declared by the Srutis. 1 The attachment a person feels for dwelling in a village or town (in the midst of men) is like a cord that binds him effectually. They that are good break that cord and attain to emancipation, while they that are wicked do not succeed in breaking them. He who never injures living creatures by thought, word, or deed, is never injured by such agencies as are destructive of life and property. 2 Nothing can resist the messengers (Disease and Decrepitude) of Death when they advance except Truth which devours Untruth. In Truth is immortality. 3 For these reasons one should practise the vow of Truth; one should devote oneself to a union with Truth; one should accept Truth for one's Veda; and restraining one's senses, one should vanquish the Destroyer by Truth. Both Immortality and Death are planted in the body. One comes to Death through ignorance and loss of judgment; while Immortality is achieved through Truth. I shall, therefore, abstain from injury and seek to achieve Truth, and transgressing the sway of desire and wrath, regard pleasure and pain with an equal eye, and attaining tranquillity, avoid Death like an immortal. Upon the advent of that season when the sun will progress towards the north, I shall restraining my senses, set to the performance of the Santi-sacrifice, the Brahma-sacrifice, the Mind-sacrifice, and the Work-sacrifice. 4 How can one like me worship his Maker in animal-sacrifices involving cruelty, or sacrifices of the body, such as Pisachas only can perform and such as produce fruits that are transitory? 5 That person whose words, thoughts,penances, renunciation, and yoga meditation, all rest on Brahma, succeeds in earning the highest good. There is no eye which is equal to (the eye of) Knowledge. There is no penance like (that involved in) Truth. There is no sorrow equal to (that involved in) attachment. There is no happiness (that which is obtainable from) renunciation. I have sprung from Brahma through Brahma. I shall devote myself to Brahma, though I am childless. I shall return to Brahma. I do not require a son for rescuing me. A Brahmana can have no wealth like to the state of being alone, the state in consequence of which he is capable of regarding everything with an equal eye, the practice of truthfulness, good behaviour, patience, abstention from injury, simplicity, and avoidance of all rites and visible sacrifices. What use hast thou, O Brahmana, of wealth or kinsmen and relatives, of wives, when thou shalt have to die? Seek thy Self which is concealed in a cave. Where are thy grandsires and where thy sire?' 1"
12, Mokshadharma Parva ,174,8,"""Bhishma continued, 'Do thou also, O monarch, conduct thyself in that way in which the sire (in this story), conducts himself, devoted to the religion of Truth, after having listened to the speech of his son.'"
12, Mokshadharma Parva ,174,9,"5:3 i.e., coursing on, without waiting for any one."
12, Mokshadharma Parva ,174,10,"5:4 Literally, intelligent."
12, Mokshadharma Parva ,174,11,"6:1 The true reading is Jnanena and not ajnanena. Then, in the last foot, the word is a-pihitah and not apihitah. The words with ava and api frequently drop the initial a, Hence a-pihitah means not covered."
12, Mokshadharma Parva ,174,12,"7:1 The word used in the text is Devanam (of the gods). There can be no doubt however, that the word deva is here used for implying the senses."
12, Mokshadharma Parva ,174,13,"7:2 i.e., wild beasts and lawless men."
12, Mokshadharma Parva ,174,14,7:3 Asatyajyam and Asatyadyam are both correct. The sense is the same. The first means 'having untruth for the libation (that it eats up).' The second means 'having untruth for the food (it devours)'.
12, Mokshadharma Parva ,174,15,"7:4 Santi is tranquillity. The Santi-sacrifice is the endeavour to practise self-denial in everything; in other words, to restrain all sorts of propensities or inclinations. The Brahma-sacrifice is reflection on truths laid down in the Upanishads. The Word-sacrifice consists in the silent recitation (japa) of the Pranava or Om, the initial mantra. The Mind-sacrifice is contemplation of the Supreme Soul. The Work-sacrifice consists in baths, cleanliness, and waiting upon the preceptor."
12, Mokshadharma Parva ,174,16,"7:5 Both readings are correct, viz., Kshetrayajna and Kshetrayajna. Kshetra is, of course, the body. If the latter reading be accepted, the meaning will be 'a sacrifice like that of a Kshatriya, i.e., battle.' Hence, all kinds of acts involving cruelty."
12, Mokshadharma Parva ,174,17,"8:1 or, seek Brahma in thy understanding. The word Atman is often synonymous with Supreme Self."
12, Mokshadharma Parva ,175,1,"""Yudhishthira said, 'Tell me, O grandsire, whence and how happiness and misery come to those that are rich, as also those that are poor, but who live in the observance of different practices and rites.' 2"
12, Mokshadharma Parva ,175,2,"""Bhishma continued, 'In this connection is cited the old narrative of what was sung by Sampaka who had obtained tranquillity and achieved emancipation for himself. In former times a certain Brahmana, rendered miserable by a bad wife, bad dress, and hunger, and living in the observance of the vow of renunciation, told me these verses, 3 'Diverse kinds of sorrow and happiness overtake, from the day of birth the person that is born on the earth. If he could ascribe either of them to the action of Destiny, he would not then feel glad when happiness came or miserable when sorrow overtookhim. Though thy mind is divested of desire, thou bearest yet a heavy load. Thou dost not seek to achieve thy good (i.e., emancipation). Art thou not successful in controlling thy mind? If thou goest about, having renounced home and desirable possessions, thou shalt taste real happiness. A person divested of everything sleepeth in happiness, and awaketh in happiness. Complete poverty, in this world, is happiness. It is a good regimen, it is the source of 'blessings, it is freedom from danger. This foeless path is unattainable (by persons cherishing desire) and is easily attainable (by those that are freed from desire). Casting my eyes on every part of the three worlds, I do not behold the person who is equal to a poor man of pure conduct and without attachment (to worldly things). I weighed poverty and sovereignty in a balance. Poverty weighed heavier than sovereignty and seemed to possess greater merits. Between poverty and sovereignty there is this great distinction, viz., that the sovereign, possessed of affluence, is always agitated by anxiety and seems to be within the very jaws of death. As regards, however, the poor man, who in consequence of the divestment of all wealth has freed himself from hopes and emancipated himself, neither fire, nor foe, nor death, nor robbers, can get the better of him. The very gods applaud such a man who wanders about according to his sweet will, who lies down on the bare ground with his arm for a pillow, and who is possessed of tranquillity. Affected by wrath and cupidity, the man of affluence is stained by a wicked heart. He casts oblique glances and makes dry speeches.--He becomes sinful, and his face is always darkened with frowns. Biting his lips, and excited with wrath, he utters harsh and cruel words. If such a man desires to even make a gift of the whole world, who is there that would like even to look at him? Constant companionship with Prosperity stupefies a person of weak judgment. It drives off his judgment like the wind driving off the autumnal clouds. Companionship with Prosperity induces him to think,--I am possessed of beauty! I am possessed of wealth! I am high-born! I meet with success in whatever I undertake! I am not an ordinary human being!--His heart becomes intoxicated in consequence of these three reasons. With heart deeply attached to worldly possessions, he wastes the wealth hoarded by his sires. Reduced to want, he then regards the appropriation of other people's wealth as blameless. At this stage, when he transgresses all barriers and beings to appropriate the possessions of others from every side, the rulers of men obstruct and afflict him like sportsmen afflicting with keen shafts a deer that is espied in the woods. Such a man is then overwhelmed with many other afflictions of a similar kind that originate in fire and weapons. Therefore, disregarding all worldly propensities (such as desire for children and wives) together with all fleeting unrealities (such as the body, etc.,) one should, aided by one's intelligence, apply proper medicine for the cure of those painful afflictions. Without Renunciation one can never attain to happiness. Without Renunciation one can never obtain what is for one's highest good. Without Renunciation one can never sleep at case. Therefore, renouncing everything, make happiness thy own. All this was said to me in past times at Hastinapur by a Brahmana about what Sampaka hadsung. For this reason, I regard Renunciation to be the foremost of things.'"""
12, Mokshadharma Parva ,175,3,"8:2 The commentator explains that the object of Yudhishthira's question is this: in the preceding section or lesson it has been inculcated that one may seek the acquisition of the religion of moksha or emancipation even when he is young. Yudhishthira enquires whether wealth (so necessary for the performance of sacrifices) is needed for the acquisition of that religion. If wealth be necessary, the poor then would not be able to acquire that religion. Hence the enquiry about the way in which joy and sorrow come to the wealthy and to the poor."
12, Mokshadharma Parva ,175,4,"8:3 The verses are said to be old. Nilakantha accordingly supposes that it was not Sampaka who recited them to Bhishma, but some one else. I follow the commentator; but the grammar of the concluding verse of this section must have to be twisted for supporting him."
12, Mokshadharma Parva ,176,1,"""Yudhishthira said, 'If any person, desiring to accomplish acts (of charity and sacrifices), fails to find (the necessary) wealth, and thirst of wealth overwhelms him, what is that which he must do for obtaining happiness?'"
12, Mokshadharma Parva ,176,2,"""Bhishma said, 'He that regards everything (viz., joy and sorrow, honour and insult, etc.,) with an equal eye, that never exerts himself (for gratifying his desire for earthly possessions), that practises truthfulness of speech, that is freed from all kinds of attachment, and that has no desire for action, is, O Bharata, a happy man. These five, the ancients say, are the means for the acquisition of perfect tranquillity or emancipation. These are called Heaven. These are Religion. These constitute the highest happiness. In this connection is cited the old narrative of what Manki had sung, when freed from attachments, Listen to it, O Yudhishthira! Desirous of wealth, Manki found that he was repeatedly doomed to disappointments. At last with a little remnant of his property he purchased a couple of young bulls with a yoke for training them (to agricultural labour). One day the two bulls properly tied to the yoke, were taken out for training (in the fields). Shying at the sight of a camel that was lying down on the road, the animals suddenly ran towards the camel, and fell upon its neck. Enraged at finding the bulls fall upon its neck, the camel, endued with great speed, rose up and ran at a quick pace, bearing away the two helpless creatures dangling on either side of its neck. Beholding his two bulls thus borne away by that strong camel, and seeing that they were at the point of death, Manki began to say, 'If wealth be not ordained by destiny, it can never be acquired by even a clever man exerting himself with attention and confidence and accomplishing with skill all that is necessary towards that end. I had, before this, endeavoured by diverse means and devotion to earn wealth. Behold this misfortune brought about by destiny to the property I had! My bulls are borne away, rising and falling, as the camel is running in an uneven course. This occurrence seems to be an accident. 1 Alas, those dear bulls of mine are dangling on the camel's neck like a couple of gems! This is only the result of Destiny. Exertion is futile in what is due to Chance. Or, if the existence of anything like Exertion (as an agent in the production of results) be admitted, a deeper search would discover Destiny to be at the bottom. 1 Hence, the person that desires happiness should renounce all attachment. The man without attachments, no longer cherishing any desire for earning wealth, can sleep happily. Ho, it was well said by Suka while going to the great forest from his father's abode, renouncing everything! 2--Amongst these two, viz., one who obtains the fruition of all his wishes, and one who casts off every wish, the latter, who renounces all, is superior to the former who obtains the fruition of all. No one could ever attain to the end of desire. 3 Only he that is destitute of knowledge and judgments feels an avidity for protecting his body and life.--Forbear from every desire for action. O my Soul that art possessed by cupidity, adopt tranquillity by freeing thyself from all attachments! Repeatedly hast thou been deceived (by desire and hope). How is it that thou dost not still free thyself from attachments? If I am not one that deserves destruction at thy hands, if I am one with whom thou shouldst sport in delight, then, O my wealth-coveting Soul, do not induce me towards cupidity. Thou hast repeatedly lost thy hoarded wealth. O my wealth-coveting and foolish Soul, when wilt thou succeed in emancipating thyself from the desire of wealth? Shame on my foolishness! I have become a toy of thine! It is thus that one becomes a slave of others. No one born on earth did ever attain to the end of desire, and to one that will take birth will succeed in attaining to it. Casting off all acts, I have at last been roused from sleep. I am now awake. Without doubt, O Desire, thy heart is as hard as adamant, since though affected by a hundred distresses, thou does not break into a hundred pieces! I know thee, O Desire, and all those things that are dear to thee! Seeking what is dear to thee, I shall feel happiness in my own Self. 4 O Desire, I know thy root. Thou springest from Will. 5--I shall, therefore, avoid Will. Thou shalt then be destroyed with thy roots. The desire for wealth can never be fraught with happiness. If acquired, great is the anxiety that the acquirer feels. If lost after acquisition, that is felt as death. Lastly, respecting acquisition itself, it is very uncertain. Wealth cannot be got by even the surrender of one's person. What can be more painful than this? When acquired, one is never gratified with its measure, but one continues to seek it. Like the sweet water of the Ganges, wealth only increases one's hankering. It is my destruction. I am now awakened. Do thou, O Desire, leave me! Let that Desire which has taken refuge in this my body,--this compound of (five) elements,--go whithersoever it chooses and live happily whithersoever it likes. 1 Ye all that are not of the Soul, I have no joy in you, for ye follow the lead of Msire and Cupidity! Abandoning all of you I shall take refuge in the quality of Goodness. 2 Beholding all creatures in my own body and my own mind, and devoting my reason to Yoga, my life to the instructions of the wise, and soul to Brahma, I shall happily rove through the world, without attachment and without calamities of any kinds, so that thou mayst not be able to plunge me again into such sorrows! 3 If I continue to be agitated by thee, O Desire, I shall necessarily be without a path (by which to effect my deliverance). Thou, O Desire, art always the progenitor of thirst, of grief, and of fatigue and toil. I think the grief that one feels at the loss of wealth is very keen and far greater than what one feels under any other circumstances. Kinsmen and friends disregard him that has lost his wealth. With various kinds of humiliation that number by thousands, there are many faults in property that are more painful still. On the other hand, the very small happiness that resides in wealth is mingled with pain and sorrow. 4 Robbers slay, in the sight of all, the person that is possessed of wealth, or afflict him with various kinds of severity, or always fill him with fear. At last, after a long time, I have understood that the desire for wealth is fraught with sorrow. Whatever the object, O Desire, upon which thou settest thy heart, thou forcest me to pursue it! Thou art without judgment. Thou art a fool. Thou art difficult of being contented. Thou canst not be gratified. Thou burnest like fire. Thou dost not enquire (in pursuing an object) whether it is easy or difficult of attainment. Thou canst not be filled to the brim, like the nether region. Thou wishest to plunge me into sorrow. From this day, O Desire, I am incapable of living with thee! I who had felt despair, at first, at the loss of my property, have now attained to the high state of perfect freedom from attachments. At this moment I no longer think of thee and thy train. I had, before this, felt great misery on thy account. I do not (now) regard myself as destitute of intelligence. Having adopted Renunciation in consequence of loss of my property, I can now rest, freed from every kind of fever. I cast thee off, O Desire, with all the passions of my heart. Thou shalt not again dwell with me or sport with me. I shall forgive them that will slander orspeak ill of me. I shall not injure even when injured. If anybody from aversion speaks disagreeable words of me, disregarding those words I shall address him in agreeable speeches. In contentment of heart and with all my senses at case, I shall always live upon what may be got by me. I shall not contribute to the gratification of the wishes entertained by thee that art my foe. Freedom from attachment, emancipation from desire, contentment, tranquillity, truth, self-restraint, forgiveness, and universal compassion are the qualities that have now I come to me. Therefore, let Desire, cupidity, thirst, miserliness avoid me. I have now adopted the path of Goodness. Having cast off Desire and Cupidity, great is my happiness now. I shall no longer yield to the influence of Cupidity and no longer suffer misery like a person of uncleansed soul. One is sure to obtain happiness according to the measure of the desires he may be able to cast off. Truly, he who yields himself up to Desire always suffers misery. Whatever passions connected with Desire are cast off by a person, all appertain to the quality of Passion. Sorrow and shamelessness and discontent all arise from Desire and Wealth. Like a person plunging in the hot season into a cool lake, I have now entered into Brahma, I have abstained from work. I have freed myself from grief. Pure happiness has now come to me. The felicity that results from the gratification of Desire, or that other purer felicity which one enjoys in heaven, does not come to even a sixteenth part of that which arises upon the abandonment of all kinds of thirst! Killing the principle of desire, which with the body makes an aggregate of seven, and which is a bitter foe, I have entered the immortal city of Brahma and shall pass my days there in happiness like a king!' Relying upon such intelligence, Manki freed himself from attachments, casting off all desires and attaining to Brahma that abode of the highest felicity. Indeed, in consequence of the loss of his two bulls Manki attained to immortality. Indeed, because he cut the very roots of desire, he attained, through that means, to high felicity.'"""
12, Mokshadharma Parva ,176,3,"10:1 Kakataliyam is, literally, 'after the manner of the crow and the palmyra fruit.' The story is that once when a crow perched upon a palmyra tree a fruit (which had been ripe) fell down. The fruit fell because of its ripeness. It would be a mistake to accept the sitting of the crow as the cause of the fall. The perching was only an accident. Yet men very frequently, in tracing causes, accept accidents for inducing causes. Such men are said to be deceived by 'the fallacy of the crow and the palmyra fruit.'"
