Book No,Chapter No,Paragraph No,Paragraph Text
15,3,6,"तत स राजा महाराज पाण्ण्डवानां धुरंधरः
पूजयित्वा वचस तत तद अकार्षीत परवीरहा"
15,3,7,"तेन तस्याभवत परीतॊ वृत्तेन स नराधिपः
अन्वतप्यच च संस्मृत्य पुत्रं मन्दम अचेतसम"
15,3,8,"सदा च परातर उत्थाय कृतजप्यः शुचिर नृपः
आशास्ते पाण्डुपुत्राणां समरेष्व अपराजयम"
15,3,9,"बराह्मणान वाचयित्वा च हुत्वा चैव हुताशनम
आयुष्यं पाण्डुपुत्राणाम आशास्ते स नराधिपः"
15,3,10,"न तां परीतिं मराम आप पुत्रेभ्यः स महीपतिः
यां परीतिं पाण्डुपुत्रेभ्यः समवाप तदा नृपः"
15,3,11,"बराह्मणानां च वृद्धानां कषत्रियाणां च भारत
तथा विट शूद्र संघानाम अभवत सुप्रियस तदा"
15,3,12,"यच च किं चित पुरा पापं धृतराष्ट्र सुतैः कृतम
अकृत्वा हृदि तद राजा तं नृपं सॊ ऽनववर्तत"
15,3,13,"यश च कश चिन नरः किं चिद अप्रियं चाम्बिका सुते
कुरुते दवेष्यताम एति स कौन्तेयस्य धीमतः"
15,3,14,"न राज्ञॊ धृतराष्ट्रस्य न च दुर्यॊधनस्य वै
उवाच दुष्कृतं किं चिद युधिष्ठिर भयान नरः"
15,3,15,"धृत्या तुष्टॊ नरेन्द्रस्य गान्धारी विदुरस तथा
शौचेन चाजात शत्रॊर न तु भीमस्य शत्रुहन"
15,3,16,"अन्ववर्तत भीमॊ ऽपि निष्टनन धर्मजं नृपम
धृतराष्ट्रं च संप्रेक्ष्य सदा भवति दुर्मनाः"
15,3,17,"राजानम अनुवर्तन्तं धर्मपुत्रं महामतिम
अन्ववर्तत कौरव्यॊ हृदयेन पराङ्मुखः"
15,4,1,"[वै]
युधिष्ठिरस्य नृपतेर दुर्यॊधन पितुस तथा
नान्तरं ददृशू राजन पुरुषाः परणयं परति"
15,4,2,"यदा तु कौरवॊ राजा पुत्रं सस्मार बालिशम
तदा भीमं हृदा राजन्न अपध्याति स पार्थिवः"
15,4,3,"तथैव भीमसेनॊ ऽपि धृतराष्ट्रं जनाधिपम
नामर्षयत राजेन्द्र सदैवातुष्टवद धृदा"
15,4,4,"अप्रकाशान्य अप्रियाणि चकारास्य वृकॊदरः
आज्ञां परत्यहरच चापि कृतकैः पुरुषैः सदा"
15,4,5,"अथ भीमः सुहृन्मध्ये बाहुशब्दं तथाकरॊत
संश्रवे धृतराष्ट्रस्य गान्धार्याश चाप्य अमर्षणः"
15,4,6,"समृत्वा दुर्यॊधनं शत्रुं कर्ण दुःशासनाव अपि
परॊवाचाथ सुसंरब्धॊ भीमः स परुषं वचः"
15,4,7,"अन्धस्य नृपतेः पुत्रा मया परिघबाहुना
नीता लॊकम अमुं सर्वे नानाशस्त्रात्त जीविताः"
15,4,8,"इमौ तौ परिघप्रख्यौ भुजौ मम दुरासदौ
ययॊर अन्तरम आसाद्य धार्तराष्ट्राः कषयं गताः"
15,4,9,"ताव इमौ चन्दनेनाक्तौ वन्दनीयौ च मे भुजौ
याभ्यां दुर्यॊधनॊ नीतः कषयं ससुत बान्धवः"
15,4,10,"एताश चान्याश च विविधाः शल्य भूता जनाधिपः
वृकॊदरस्य ता वाचः शरुत्वा निर्वेदम आगमत"
15,4,11,"सा च बुद्धिमती देवी कालपर्याय वेदिनी
गान्धारी सर्वधर्मज्ञा तान्य अलीकानि शुश्रुवे"
15,4,12,"ततः पञ्चदशे वर्षे समतीते नराधिपः
राजा निर्वेदम आपेदे भीम वाग बाणपीडितः"
15,4,13,"नान्वबुध्यत तद राजा कुन्तीपुत्रॊ युधिष्ठिरः
शवेताश्वॊ वाथ कुन्ती वा दरौपदी व यशस्विनी"
15,4,14,"माद्रीपुत्रौ च भीमस्य चित्तज्ञाव अन्वमॊदताम
राज्ञस तु चित्तं रक्षन्तौ नॊचतुः किं चिद अप्रियम"
15,4,15,"ततः समानयाम आस धृतराष्ट्रः सुहृज्जनम
बाष्पसंदिग्धम अत्यर्थम इदम आह वचॊ भृशम"
15,5,1,"[धृ]
विदितं भवताम एतद यथावृत्तः कुरु कषयः
ममापराधात तत सर्वम इति जञेयं तु कौरवाः"
15,5,2,"यॊ ऽहं दुष्टमतिं मूढं जञातीनां भयवर्धनम
दुर्यॊधनं कौरवाणाम आधिपत्ये ऽभयषेचयम"
15,5,3,"यच चाहं वासुदेवस्य वाक्यं नाश्रौषम अर्थवत
वध्यतां साध्व अयं पापः सामात्य इति दुर्मतिः"
15,5,4,"पुत्रस्नेहाभिभूतश च हितमुक्तॊ मनीषिभिः
विदुरेणाथ भीष्मेण दरॊणेन च कृपेण च"
15,5,5,"पदे पदे भगवता वयासेन च महात्मना
संजयेनाथ गान्धार्या तद इदं तप्यते ऽदय माम"
15,5,6,"यच चाहं पाण्डुपुत्रेण गुणवत्सु महात्मसु
न दत्तवाञ शरियं दीप्तां पितृपैतामहीम इमाम"
15,5,7,"विनाशं पश्यमानॊ हि सर्वराज्ञां गदाग्रजः
एतच छरेयः स परमम अमन्यत जनार्दनः"
15,5,8,"सॊ ऽहम एतान्य अलीकानि निवृत्तान्य आत्मनः सदा
हृदये शल्य भूतानि धारयामि सहस्रशः"
15,5,9,"विशेषतस तु दह्यामि वर्षं पञ्चदशं हि वै
अस्य पापस्य शुद्ध्य अर्थं नियतॊ ऽसमि सुदुर्मतिः"
15,5,10,"चतुर्थे नियते काले कदा चिद अपि चाष्टमे
तृष्णा विनयनं भुञ्जे गान्धारी वेद तन मम"
15,5,11,"करॊत्य आहारम इति मां सर्वः परिजनः सदा
युधिष्ठिर भयाद वेत्ति भृशं तप्यति पाण्डवः"
15,5,12,"भूमौ शये जप्यपरॊ दर्भेष्व अजिन संवृतः
नियमव्यपदेशेन गान्धारी च यशस्विनी"
15,5,13,"हतं पुत्रशतं शूरं संग्रामेष्व अपलायिनम
नानुतप्यामि तच चाहं कषत्रधर्मं हि तं विदुः
इत्य उक्त्वा धर्मराजानम अभ्यभाषत कौरवः"
15,5,14,"भद्रं ते यादवी मातर वाक्यं चेदं निबॊध मे
सुखम अस्म्य उषितः पुत्र तवया सुपरिपालितः"
15,5,15,"महादानानि दत्तानि शराद्धानि च पुनः पुनः
परकृष्टं मे वयः पुत्र पुण्यं चीर्णं यथाबलम
गान्धारी हतपुत्रेयं धैर्येणॊदीक्षते च माम"
15,5,16,"दरौपद्या हय अपकर्तारस तव चैश्वर्यहारिणः
समतीता नृशंसास ते धर्मेण निहता युधि"
15,5,17,"न तेषु परतिकर्तव्यं पश्यामि कुरुनन्दन
सर्वे शस्त्रजिताँल लॊकान गतास ते ऽभिमुखं हताः"
15,5,18,"आत्मनस तु हितं मुख्यं परतिकर्तव्यम अद्य मे
गान्धार्याश चैव राजेन्द्र तदनुज्ञातुम अर्हसि"
15,5,19,"तवं हि धर्मभृतां शरेष्ठः सततं धर्मवत्सलः
राजा गुरुः पराणभृतां तस्माद एतद बरवीम्य अहम"
15,5,20,"अनुज्ञातस तवया वीर संश्रयेयं वनान्य अहम
चीरवल्कल भृद राजन गान्धार्या सहितॊ ऽनया
तवाशिषः परयुञ्जानॊ भविष्यामि वनेचरः"
15,5,21,"उचितं नः कुले तात सर्वेषां भरतर्षभ
पुत्रेष्व ऐश्वर्यम आधाय वयसॊ ऽनते वनं नृप"
15,5,22,"तत्राहं वायुभक्षॊ वा निराहारॊ ऽपि वा वसन
पत्न्या सहानया वीर चरिष्यामि तपः परम"
15,5,23,"तवं चापि फलभाक तात तपसः पार्थिवॊ हय असि
फलभाजॊ हि राजानः कल्याणस्येतरस्य वा"
15,6,1,"[य]
न मां परीणयते राज्यं तवय्य एवं दुःखिते नृप
धिन माम अस्तु सुदुर्बुद्धिं राज्यसक्तं परमादिनम"
15,6,2,"यॊ ऽहं भवन्तं दुःखार्तम उपवासकृशं नृप
यताहारं कषितिशयं नाविन्दं भरातृभिः सह"
15,6,3,"अहॊ ऽसमि वञ्चितॊ मूढॊ भवता गूढबुद्धिना
विश्वासयित्वा पूर्वं मां यद इदं दुःखम अश्नुथाः"
15,6,4,"किं मे राज्येन भॊगैर वा किं यज्ञैः किं सुखेन वा
यस्य मे तवं महीपाल दुःखान्य एतान्य अवाप्तवान"
15,6,5,"पीडितं चापि जानामि राज्यम आत्मानम एव च
अनेन वचसा तुभ्यं दुःखितस्य जनेश्वर"
15,6,6,"भवान पिता भवान माता भवान नः परमॊ गुरुः
भवता विप्रहीणा हि कव नु तिष्ठामहे वयम"
15,6,7,"औरसॊ भवतः पुत्रॊ युयुत्सुर नृपसत्तम
अस्तु राजा महाराज यं चान्यं मन्यते भवान"
15,6,8,"अहं वनं गमिष्यामि भवान राज्यं परशास्त्व इदम
न माम अयशसा दग्धं भूयस तवं दग्धुम अर्हसि"
15,6,9,"नाहं राजा भवान राजा भवता परवान अहम
कथं गुरुं तवां धर्मज्ञम अनुज्ञातुम इहॊत्सहे"
15,6,10,"न मन्युर हृदि नः कश चिद दुर्यॊधनकृते ऽनघ
भवितव्यं तथा तद धि वयं ते चैव मॊहिताः"
15,6,11,"वयं हि पुत्रा भवतॊ यथा दुर्यॊधनादयः
गान्धारी चैव कुन्ती च निर्वेशेषे मते मम"
15,6,12,"स मां तवं यदि राजेन्द्र परित्यज्य गमिष्यसि
पृष्ठतस तवानुयास्यामि सत्येनात्मानम आलभे"
15,6,13,"इयं हि वसुसंपूर्णा मही सागरमेखला
भवता विप्रहीणस्य न मे परीतिकरी भवेत"
15,6,14,"भवदीयम इदं सर्वं शिरसा तवां परसादये
तवदधीनाः सम राजेन्द्र वयेतु ते मानसॊ जवरः"
15,6,15,"भवितव्यम अनुप्राप्तं मन्ये तवां तज जनाधिप
दिष्ट्या शुश्रूषमाणस तवां मॊक्ष्यामि मनसॊ जवरम"
15,6,16,"[धृ]
तापस्ये मे मनस तात वर्तते कुरुनन्दन
उचितं हि कुले ऽसमाकम अरण्यगमनं परभॊ"
15,6,17,"चिरम अस्म्य उषितः पुत्र चिरं शुश्रूषितस तवया
वृद्धं माम अभ्यनुज्ञातुं तवम अर्हसि जनाधिप"
15,6,18,"[वै]
इत्य उक्त्वा धर्मराजानं वेपमानः कृताञ्जलिम
उवाच वचनं राजा धृतराष्ट्रॊ ऽमबिका सुतः"
15,6,19,"संजयं च महामात्रं कृपं चापि महारथम
अनुनेतुम इहेच्छामि भवद्भिः पृथिवीपतिम"
15,6,20,"गलायते मे मनॊ हीदं मुखं च परिशुष्यति
वयसा च परकृष्टेन वाग वयायामेन चैव हि"
15,6,21,"इत्य उक्त्वा स तु धर्मात्मा वृद्धॊ राजा कुरूद्वहः
गान्धारीं शिश्रिये धीमान सहसैव गतासुवत"
15,6,22,"तं तु दृष्ट्वा तथासीनं निश्चेष्टं कुरु पार्थिवम
आर्तिं राजा ययौ तूर्णं कौन्तेयः परवीरहा"
15,6,23,"[य]
यस्य नागसहस्रेण दश संख्येन वै बलम
सॊ ऽयं नारीम उपाश्रित्य शेते राजा गतासुवत"
15,6,24,"आयसी परतिमा येन भीमसेनस्य वै पुरा
चूर्णीकृता बलवता सबलार्थी शरितः सत्रियम"
15,6,25,"धिग अस्तु माम अधर्मज्ञं धिग बुद्धिं धिक च मे शरुतम
यत्कृते पृथिवीपालः शेते ऽयम अतथॊचितः"
15,6,26,"अहम अप्य उपवत्स्यामि यथैवायं गुरुर मम
यदि राजा न भुङ्क्ते ऽयं गान्धारी च यशस्विनी"
15,6,27,"[वै]
ततॊ ऽसय पाणिना राजा जलशीतेन पाण्डवः
उरॊ मुखं च शनकैः पर्यमार्जत धर्मवित"
15,6,28,"तेन रत्नौषधिमता पुण्येनच सुगन्धिना
पाणिस्पर्शेन राज्ञस तु राजा संज्ञाम अवाप ह"
15,7,1,"[धृ]
सपृश मां पाणिना भूयः परिष्वज च पाण्डव
जीवामीव हि संस्पर्शात तव राजीवलॊचन"
15,7,2,"मूर्धानं च तवाघ्रातुम इच्छामि मनुजाधिप
पाणिभ्यां च परिस्प्रष्टुं पराणा हि न जहुर मम"
15,7,3,"अष्टमॊ हय अद्य कालॊ ऽयम आहारस्य कृतस्य मे
येनाहं कुरुशार्दूल न शक्नॊमि विचेष्टितुम"
15,7,4,"वयायामश चायम अत्यर्थं कृतस तवाम अभियाचता
ततॊ गलान मनास तात नष्टसंज्ञ इवाभवम"
15,7,5,"तवामृत समस्पर्शं हस्तस्पर्शम इमं विभॊ
लब्ध्वा संजीवितॊ ऽसमीति मन्ये कुरुकुलॊद्वह"
15,7,6,"[वै]
एवम उक्तस तु कौन्तेयः पित्रा जयेष्ठेन भारत
पस्पर्श सर्वगात्रेषु सौहार्दात तं शनैस तदा"
15,7,7,"उपलभ्य तथ पराणान धृतराष्ट्रॊ महीपतिः
बाहुभ्यां संपरिष्वज्य मूर्ध्न्य आजिघ्रत पाण्डवम"
15,7,8,"विदुरादयश च ते सर्वे रुरुदुर दुःखिता भृशम
अतिदुःखाच च राजानं नॊचुः किं चन पाण्डवाः"
15,7,9,"गान्धारी तव एव धर्मज्ञा मनसॊद्वहती भृशम
दुःखान्य अवारयद राजन मैवम इत्य एव चाब्रवीत"
15,7,10,"इतरास तु सत्रियः सर्वाः कुन्त्या सह सुदुःखिताः
नेत्रैर आगतविक्लेशैः परिवार्य सथिताभवन"
15,7,11,"अथाब्रवीत पुनर वाक्यं धृतराष्ट्रॊ युधिष्ठिरम
अनुजानीहि मां राजंस तापस्ये भरतर्षभ"
15,7,12,"गलायते मे मनस तात भूयॊ भूयः परजल्पतः
न माम अतः परं पुत्र परिक्लेष्टुम इहार्हसि"
15,7,13,"तस्मिंस तु कौरवेन्द्रे तं तथा बरुवति पाण्डवम
सर्वेषाम अवरॊधानाम आर्तनादॊ महान अभूत"
15,7,14,"दृष्ट्वा कृशं विवर्णं च राजानम अतथॊचितम
उपवासपरिश्रान्तं तवग अस्थि परिवारितम"
15,7,15,"धर्मपुत्रः स पितरं परिष्वज्य महाभुजः
शॊकजं बाष्पम उत्सृज्य पुनर वचनम अब्रवीत"
15,7,16,"न कामये नरश्रेष्ठ जीवितं पृथिवीं तथा
यथा तव परियं राजंश चिकीर्षामि परंतप"
15,7,17,"यदि तव अहम अनुग्राह्यॊ भवतॊ दयितॊ ऽपि वा
करियतां तावद आहारस ततॊ वेत्स्यामहे वयम"
15,7,18,"ततॊ ऽबरवीन महातेजा धर्मपुत्रं स पार्थिवः
अनुज्ञातस तवया पुत्र भुञ्जीयाम इति कामये"
15,7,19,"इति बरुवति राजेन्द्रे धृतराष्ट्रे युधिष्ठिरम
ऋषिः सत्यवती पुत्रॊ वयासॊ ऽभयेत्य वचॊ ऽबरवीत"
15,8,1,"[वयास]
युधिष्ठिर महाबाहॊ यद आह कुरुनन्दनः
धृतराष्ट्रॊ महात्मा तवां तत कुरुष्वाव्विचारयन"
15,8,2,"अयं हि वृद्धॊ नृपतिर हतपुत्रॊ विशेषतः
नेदं कृच्छ्रं चिरतरं सहेद इति मतिर मम"
15,8,3,"गान्धारी च महाभागा पराज्ञा करुणवेदिनी
पुत्रशॊकं महाराज धैर्येणॊद्वहते भृशम"
15,8,4,"अहाम अप्य एतद एव तवां बरवीमि कुरु मे वचः
अजुज्ञां लभतां राजा मा वृथेह मरिष्यति"
15,8,5,"राजर्षीणां पुराणानाम अनुयातु गतिं नृपः
राजर्षीणां हि सर्वेषाम अन्ते वनम उपाश्रयः"
15,8,6,"[वै]
इत्य उक्तः स तदा राजा वयासेनाद्भुत कर्मणा
परत्युवाच महातेजा धर्मराजॊ युधिष्ठिरः"
15,8,7,"भगवान एव नॊ मान्यॊ भगवान एव नॊ गुरुः
भगवान अस्य राज्यस्य कुलस्य च परायणम"
15,8,8,"अहं तु पुत्रॊ भगवान पिता राजा गुरुश च मे
निदेशवर्ती च पितुः पुत्रॊ भवति धर्मतः"
15,8,9,"इत्य उक्तः स तु तं पराह वयासॊ धर्मभृतां वरः
युधिष्ठिरं महातेजाः पुनर एव विशां पते"
15,8,10,"एवम एतन महाबाहॊ यथा वदसि भारत
राजायं वृद्धतां पराप्तः परमाणे परमे सथितः"
15,8,11,"सॊ ऽयं मयाभ्यनुज्ञातस तवया च पृथिवीपते
करॊतु सवम अभिप्राय मास्य विघ्नकरॊ भव"
15,8,12,"एष एव परॊ धर्मॊ राजर्षीणां युधिष्ठिर
समरे वा भवेन मृत्युर वने वा विधिपूर्वकम"
15,8,13,"पित्रा तु तव राजेन्द्र पाण्डुना पृथिवीक्षिता
शिष्यभूतेन राजायं गुरुवत पर्युपासितः"
15,8,14,"करतुभिर दक्षिणावद्भिर अन्नपर्वत शॊभितैः
महद्भिर इष्टं भॊगश च भुक्ताश पुत्रश च पालिताः"
15,8,15,"पुत्र संस्थं च विपुलं राज्यं विप्रॊषिते तवयि
तरयॊदश समा भुक्तं दत्तं च विविधं वसु"
15,8,16,"तवया चायं नरव्याघ्र गुरुशुश्रूषया नृपः
आराधितः सभृत्येन गान्धारी च यशस्विनी"
15,8,17,"अनुजानीहि पितरं समयॊ ऽसय तपॊ विधौ
न मन्युर विद्यते चास्य सुसूक्ष्मॊ ऽपि युधिष्ठिर"
15,8,18,"एतावद उक्त्वा वचनम अनुज्ञाप्य च पार्थिवम
तथास्त्व इति च तेनॊक्तः कौन्तेयेन ययौ वनम"
15,8,19,"गते भगवति वयासे राजा पाण्डुसुतस ततः
परॊवाच पितरं वृद्धं मन्दं मन्दम इवानतः"
15,8,20,"यद आह भगवान वयासॊ यच चापि भवतॊ मतम
यद आह च महेष्वासः कृपॊ विदुर एव च"
15,8,21,"युयुत्सुः संजयश चैव तत कर्तास्म्य अहम अञ्जसा
सर्वे हय एते ऽनुमान्या मे कुलस्यास्य हितैषिणः"
15,8,22,"इदं तु याचे नृपते तवाम अहं शिरसा नतः
करियतां तावद आहारस ततॊ गच्छाश्रमं परति"
15,9,1,"[वै]
ततॊ राज्ञाभ्यनुज्ञातॊ धृतराष्ट्रः परतापवान
ययौ सवभवनं राजा गान्धार्यानुगतस तदा"
15,9,2,"मन्दप्राणगतिर धीमान कृच्छ्राद इव समुद्धरन
पदातिः स महीपालॊ जीर्णॊ गजपतिर यथा"
15,9,3,"तम अन्वगच्छद विदुरॊ विद्वान सूतश च संजयः
स चापि परमेष्वासः कृपः शारद्वतस तथा"
15,9,4,"स परविश्य गृहं राजा कृतपूर्वाह्णिक करियः
तर्पयित्वा दविजश्रेष्ठान आहारम अकरॊत तदा"
15,9,5,"गान्धारी चैव धर्मज्ञा कुन्त्या सह मनस्विनी
वधूभिर उपचारेण पूजिताभुङ्क्त भारत"
15,9,6,"कृताहारं कृताहाराः सर्वे ते विदुरादयः
पाण्डवाश च कुरुश्रेष्ठम उपातिष्ठन्त तं नृपम"
15,9,7,"ततॊ ऽबरवीन महाराज कुन्तीपुत्रम उपह्वरे
निषण्णं पाणिना पृष्ठे संस्पृशन्न अम्बिका सुतः"
15,9,8,"अप्रमादस तवया कार्यः सर्वथा कुरुनन्दन
अष्टाङ्गे राजशार्दूल राज्ये धर्मपुरस्कृते"
15,9,9,"तत तु शक्यं यथा तात रक्षितुं पाण्डुनन्दन
राज्यं धर्मं च कौन्तेय विद्वान असि निबॊध तत"
15,9,10,"विद्या वृद्धान सदैव तवम उपासीथा युधिष्ठिर
शृणुयास ते च यद बरूयुः कुर्याश चैवाविचारयन"
15,9,11,"परातर उत्थाय तान राजन पूजयित्वा यथाविधि
कृत्यकाले समुत्पन्ने पृच्छेथाः कार्यम आत्मनः"
15,9,12,"ते तु संमानिता राजंस तवया राज्यहितार्थिना
परवक्ष्यन्ति हितं तात सर्वं कौरवनन्दन"
15,9,13,"इन्द्रियाणि च सर्वाणि वाजिवत परिपालय
हिताय वै भविष्यन्ति रक्षितं दरविणं यथा"
15,9,14,"अमात्यान उपधातीतान पितृपैतामहाञ शुचीन
दान्तान कर्मसु सर्वेषु मुख्यान मुख्येषु यॊजयेः"
15,9,15,"चारयेथाश च सततं चारैर अव्विदितैः परान
परीक्षितैर बहुविधं सवराष्ट्रेषु परेषु च"
15,9,16,"पुरं च ते सुगुप्तं सयाद दृढप्राकारतॊरणम
अट्टाट्टालक संबाधं षट पथं सर्वतॊदिशम"
15,9,17,"तस्य दवाराणि कार्याणि पर्याप्तानि बृहन्ति च
सर्वतः सुविभक्तानि यन्त्रैर आरक्षितानि च"
15,9,18,"पुरुषैर अलम अर्थज्ञैर विदितैः कुलशीलतः
आत्मा च रक्ष्यः सततं भॊजनादिषु भारत"
15,9,19,"विहाराहार कालेषु माल्यशय्यासनेषु च
सत्रियश च ते सुगुप्ताः सयुर वृद्धैर आप्तैर अधिष्ठिताः
शीलवद्भिः कुलीनैश च विद्वद्भिश च युधिष्ठिर"
15,9,20,"मन्त्रिणश चैव कुर्वीथा दविजान विद्या विशारदान
विनीतांश च कुलीनांश च धर्मार्थकुशलान ऋजून"
