Book No,Chapter No,Paragraph No,Paragraph Text
4,2,13,"आयुधानां वरॊ वर्जः ककुद्मी च गवां वरः
हरदानाम उदधिः शरेष्ठः पर्जन्यॊ वर्षतां वरः"
4,2,14,"धृतराष्ट्रश च नागानां हस्तिष्व ऐरावतॊ वरः
पुत्रः परियाणाम अधिकॊ भार्या च सुहृदां वरा"
4,2,15,"यथैतानि विशिष्टानि जात्यां जात्यां वृकॊदर
एवं युवा गुडाकेशः शरेष्ठः सर्वधनुर्मताम"
4,2,16,"सॊ ऽयम इन्द्राद अनवरॊ वासुदेवाच च भारत
गाण्डीवधन्वा शवेताश्वॊ बीभत्सुः किं करिष्यति"
4,2,17,"उषित्वा पञ्चवर्षाणि सहस्राक्षस्य वेश्मनि
दिव्यान्य अस्त्राण्य अवाप्तानि देवरूपेण भास्वता"
4,2,18,"यं मन्ये दवादशं रुद्रम आदित्यानां तरयॊदशम
यस्य बाहू समौ दीर्घौ जया घातकठिन तवचौ
दक्षिणे चैव सव्ये च गवाम इव वहः कृतः"
4,2,19,"हिमवान इव शैलानां समुद्रः सरिताम इव
तरिदशानां यथा शक्रॊ वसूनाम इव हव्यवाः"
4,2,20,"मृगाणाम इव शार्दूलॊ गरुडः पतताम इव
वरः संनह्यमानानाम अर्जुनः किं करिष्यति"
4,2,21,"परतिज्ञां षण्ढकॊ ऽसमीति करिष्यामि महीपते
जया घातौ हि महान्तौ मे संवर्तुं नृप दुष्करौ"
4,2,22,"कर्णयॊः परतिमुच्याहं कुण्डले जवलनॊपमे
वेणी कृतशिरॊ राजन नाम्ना चैव बृहन्नडा"
4,2,23,"पठन्न आख्यायिकां नाम सत्रीभावेन पुनः पुनः
रमयिष्ये महीपालम अन्यांश चान्तःपुरे जनान"
4,2,24,"गीतं नृत्तं विचित्रं च वादित्रं विविधं तथा
शिक्षयिष्याम्य अहं राजन विराट भवने सत्रियः"
4,2,25,"परजानां समुदाचारं बहु कर्मकृतं वदन
छादयिष्यामि कौन्तेय माययात्मानम आत्मना"
4,2,26,"युधिष्ठिरस्य गेहे ऽसमि दरौपद्याः परिचारिका
उषितास्मीति वक्ष्यामि पृष्टॊ राज्ञा च भारत"
4,2,27,"एतेन विधिना छन्नः कृतकेन यथा नलः
विहरिष्यामि राजेन्द्र विराट भवने सुखम"
4,3,1,"[वै]
किं तवं नकुल कुर्वाणस तत्र तात चरिष्यसि
सुकुमारश च शूरश च दर्शनीयः सुखॊचितः"
4,3,2,"अश्वबन्धॊ भविष्यामि विराट नृपतेर अहम
गरन्थिकॊ नाम नाम्नाहं कर्मैतत सुप्रियं मम"
4,3,3,"कुशलॊ ऽसम्य अश्वशिक्षायां तथैवाश्वचिकित्सिते
परियाश च सततं मे ऽशवाः कुरुराज यथा तव"
4,3,4,"ये माम आमन्त्रयिष्यन्ति विराटनगरे जनाः
तेभ्य एवं परवक्ष्यामि विहरिष्याम्य अहं यथा"
4,3,5,"सहदेव कथं तस्य समीपे विहरिष्यसि
किं वा तवं तात कुर्वाणः परच्छन्नॊ विचरिष्यसि"
4,3,6,"गॊसंख्याता भविष्यामि विराटस्य महीपतेः
परतिषेद्धा च दॊग्धा च संख्याने कुशलॊ गवाम"
4,3,7,"तन्तिपाल इति खयातॊ नाम्ना विदितम अस्तु ते
निपुणं च चरिष्यामि वयेतु ते मानसॊ जवरः"
4,3,8,"अहं हि भवता गॊषु सततं परकृतः पुरा
तत्र मे कौशलं कर्म अवबुद्धं विशां पते"
4,3,9,"लक्षणं चरितं चापि गवां यच चापि मङ्गलम
तत सर्वं मे सुविदितम अन्यच चापि महीपते"
4,3,10,"वृषभान अपि जानामि राजन पूजित लक्षणान
येषां मूत्रम उपाघ्राय अपि वन्ध्या परसूयते"
4,3,11,"सॊ ऽहम एवं चरिष्यामि परीतिर अत्र हि मे सदा
न च मां वेत्स्यति परस तत ते रॊचतु पार्थिव"
4,3,12,"इयं तु नः परिया भार्या पराणेभ्यॊ ऽपि गरीयसी
मातेव परिपाल्या च पूज्या जयेष्ठेव च सवसा"
4,3,13,"केन सम कर्मणा कृष्णा दरौपदी विचरिष्यति
न हि किं चिद विजानाति कर्म कर्तुं यथा सत्रियः"
4,3,14,"सुकुमारी च बाला च राजपुत्री यशस्विनी
पतिव्रता महाभागा कथं नु विचरिष्यति"
4,3,15,"माल्यगन्धान अलंकारान वस्त्राणि विविधानि च
एतान्य एवाभिजानाति यतॊ जाता हि भामिनी"
4,3,16,"सैरन्ध्र्यॊ ऽरक्षिता लॊके भुजिष्याः सन्ति भारत
नैवम अन्याः सत्रियॊ यान्ति इति लॊकस्य निश्चयः"
4,3,17,"साहं बरुवाणा सैरन्ध्री कुशला केशकर्मणि
आत्मगुप्ता चरिष्यामि यन मां तवम अनुपृच्छसि"
4,3,18,"सुदेष्णां परत्युपस्थास्ये राजभार्यां यशस्विनीम
सा रक्षिष्यति मां पराप्तां मा ते भूद दुःखम ईदृशम"
4,3,19,"[य]
कल्याणं भाषसे कृष्णे कुले जाता यथा वदेत
न पापम अभिजानासि साधु साध्वी वरते सथिता"
4,4,1,"[य]
कर्माण्य उक्तानि युष्माभिर यानि तानि करिष्यथ
मम चापि यथाबुद्धिरुचितानि विनिश्चयात"
4,4,2,"पुरॊहितॊ ऽयम अस्माकम अग्निहॊत्राणि रक्षतु
सूदपौरॊगवैः सार्धं दरुपदस्य निवेशने"
4,4,3,"इन्द्रसेन मुखाश चेमे रथान आदाय केवलान
यान्तु दवारवतीं शीघ्रम इति मे वर्तते मतिः"
4,4,4,"इमाश च नार्यॊ दरौपद्याः सर्वशः परिचारिकाः
पाञ्चालान एव गच्छन्तु सूदपौरॊगवैः सह"
4,4,5,"सर्वैर अपि च वक्तव्यं न परज्ञायन्त पाण्डवाः
गता हय अस्मान अपाकीर्य सर्वे दवैतवनाद इति"
4,4,6,"विदिते चापि वक्तव्यं सुहृद्भिर अनुरागतः
अतॊ ऽहम अपि वक्ष्यामि हेतुमात्रं निबॊधत"
4,4,7,"हन्तेमां राजवसतिं राजपुत्रा बरवीमि वः
यथा राजकुलं पराप्य चरन परेष्यॊ न रिष्यति"
4,4,8,"दुर्वसं तव एव कौरव्या जानता राजवेश्मनि
अमानितैः सुमानार्हा अज्ञातैः परिवत्सरम"
4,4,9,"दिष्ट दवारॊ लभेद दवारं न च राजसु विश्वसेत
तद एवासनम अन्विच्छेद यत्र नाभिषजेत परः"
4,4,10,"नास्य यानं न पर्यङ्कं न पीठं न जगं रथम
आरॊहेत संमतॊ ऽसमीति स राजवसतिं वसेत"
4,4,11,"अथ यत्रैनम आसीनं शङ्केरन दुष्टचारिणः
न तत्रॊपविशेज जातु स राजवसतिं वसेत"
4,4,12,"न चानुशिष्येद राजानम अपृच्छन्तं कदा चन
तूष्णीं तव एनम उपासीत काले समभिपूजयन"
4,4,13,"असूयन्ति हि राजानॊ जनान अनृतवादिनः
तथैव चावमन्यन्ते मन्त्रिणं वादिनं मृषा"
4,4,14,"नैषां दारेषु कुर्वीत मैत्रीं पराज्ञः कथं चन
अन्तःपुर चरा ये च दवेष्टि यानहिताश च ये"
4,4,15,"विदिते चास्य कुर्वीत कर्याणि सुलघून्य अपि
एवं विचरतॊ राज्ञॊ न कषतिर जायते कव चित"
4,4,16,"यत्नाच चॊपचरेद एनम अग्निवद देववच च ह
अनृतेनॊपचीर्णॊ हि हिंस्याद एनम असंशयम"
4,4,17,"यच च भर्तानुयुञ्जीत तद एवाभ्यनुवर्तयेत
परमादम अवलेहां च कॊपं च परिवर्जयेत"
4,4,18,"समर्थनासु सर्वासु हितं च परियम एव च
संवर्णयेत तद एवास्य परियाद अपि हितं वदेत"
4,4,19,"अनुकूलॊ भवेच चास्य सर्वार्थेषु कथासु च
अप्रियं चाहितं यत सयात तद अस्मै नानुवर्णयेत"
4,4,20,"नाहम अस्य परियॊ ऽसमीति मत्वा सेवेत पण्डितः
अप्रमत्तश च यत्तश च हितं कुर्यात परियं च यत"
4,4,21,"नास्यानिष्टानि सेवेत नाहितैः सह संवसेत
सवस्थानान न विकम्पेत स राजवसतिं वसेत"
4,4,22,"दक्षिणं वाथ वामं वा पार्श्वम आसीत पण्डितः
रक्षिणां हय आत्तशस्त्राणां सथानं पश्चाद विधीयते
नित्यं विप्रतिषिद्धं तु पुरस्ताद आसनं महत"
4,4,23,"न च संदर्शने किं चित परवृद्धम अपि संजपेत
अपि हय एतद दरिद्राणां वयलीक सथानम उत्तमम"
4,4,24,"न मृषाभिहितं राज्ञॊ मनुष्येषु परकाशयेत
यं चासूयन्ति राजानः पुरुषं न वदेच च तम"
4,4,25,"शूरॊ ऽसमीति न दृप्तः सयाद बुद्धिमान इति वा पुनः
परियम एवाचरन राज्ञः परियॊ भवति भॊगवान"
4,4,26,"ऐश्वर्यं पराप्य दुष्प्रापं परियं पराप्य च राजतः
अप्रमत्तॊ भवेद राज्ञः परियेषु च हितेषु च"
4,4,27,"यस्य कॊपॊ महाबाधः परसादश च महाफलः
कस तस्य मनसापीच्छेद अनर्थं पराज्ञसंमतः"
4,4,28,"न चौष्ठौ निर्भुजेज जातु न च वाक्यं समाक्षिपेत
सदा कषुतं च वातं च षठीवनं चाचरेच छनैः"
4,4,29,"हास्यवस्तुषु चाप्य अस्य वर्तमानेषु केषु चित
नातिगाढं परहृष्येत न चाप्य उन्मत्तवद धसेत"
4,4,30,"न चातिधैर्येण चरेद गुरुतां हि वरजेत तथा
समितं तु मृदुपूर्वेण दर्शयेत परसादजम"
4,4,31,"लाभे न हर्षयेद यस तु न वयथेद यॊ ऽवमानितः
असंमूढश च यॊ नित्यं स राजवसतिं वसेत"
4,4,32,"राजानं राजपुत्रं वा संवर्तयति यः सदा
अमात्यः पण्डितॊ भूत्वा स चिरं तिष्ठति शरियम"
4,4,33,"परगृहीतश च यॊ ऽमात्यॊ निगृहीतश च कारणैः
न निर्बध्नाति राजानं लभते परग्रहं पुनः"
4,4,34,"परत्यक्षं च परॊक्षं च गुणवादी विचक्षणः
उपजीवी भवेद राज्ञॊ विषये चापि यॊ वसेत"
4,4,35,"अमात्यॊ हि बलाद भॊक्तुं राजानं परार्थयेत तु यः
न स तिष्ठेच चिरं सथानं गच्छेच च पराणसंशयम"
4,4,36,"शरेयः सदात्मनॊ दृष्ट्वा परं राज्ञा न संवदेत
विशेषयेन न राजानं यॊग्या भूमिषु सर्वदा"
4,4,37,"अम्लानॊ बलवाञ शूरश छायेवानपगः सदा
सत्यवादी मृदुर दान्तः स राजवसतिं वसेत"
4,4,38,"अन्यस्मिन परेष्यमाणे तु पुरस्ताद यः समुत्पतेत
अहं किं करवाणीति स राजवसतिं वसेत"
4,4,39,"उष्णे वा यदि वा शीते रात्रौ वा यदि वा दिवा
आदिष्टॊ न विकल्पेत स राजवसतिं वसेत"
4,4,40,"यॊ वै गृहेभ्यः परवसन परियाणां नानुसंस्मरेत
दुःखेन सुखम अन्विच्छेत स राजवसतिं वसेत"
4,4,41,"समवेषं न कुर्वीत नात्युच्चैः संनिधौ हसेत
मन्त्रं न बहुधा कुर्याद एवं राज्ञः परियॊ भवेत"
4,4,42,"न कर्मणि नियुक्तः सन धनं किं चिद उपस्पृशेत
पराप्नॊति हि हरन दरव्यं बन्धनं यदि वा वधम"
4,4,43,"यानं वस्त्रम अलंकारं यच चान्यत संप्रयच्छति
तद एव धारयेन नित्यम एवं परियतरॊ भवेत"
4,4,44,"संवत्सरम इमं तात तथा शीला बुभूषवः
अथ सवविषयं पराप्य यथाकामं चरिष्यथ"
4,4,45,"अनुशिष्टाः सम भद्रं ते नैतद वक्तास्ति कश चन
कुन्तीम ऋते मातरं नॊ विदुरं च महामतिम"
4,4,46,"यद एवानन्तरं कार्यं तद भवान कर्तुम अर्हति
तारणायास्य दुःखस्य परस्थानाय जयाय च"
4,4,47,"[वै]
एवम उक्तस ततॊ राज्ञा धौम्यॊ ऽथ दविजसत्तमः
अकरॊद विधिवत सर्वं परस्थाने यद विधीयते"
4,4,48,"तेषां समिध्य तान अग्नीन मन्त्रवच च जुहाव सः
समृद्धि वृद्धिलाभाय पृथिवी विजयाय च"
4,4,49,"अग्निं परदक्षिणं कृत्वा बराह्मणांश च तपॊधनान
याज्ञसेनीं पुरस्कृत्य षड एवाथ परवव्रजुः"
4,5,1,"[वै]
ते वीरा बद्धनिस्त्रिंशास ततायुध कलापिनः
बद्धगॊधाङ्गुलि तराणाः कालिन्दीम अभितॊ ययुः"
4,5,2,"ततस ते दक्षिणं तीरम अन्वगच्छन पदातयः
वसन्तॊ गिरिदुर्गेषु वनदुर्गेषु धन्विनः"
4,5,3,"विध्यन्तॊ मृगजातानि महेष्वासा महाबलाः
उत्तरेण दशार्णांस ते पाञ्चालान दक्षिणेन तु"
4,5,4,"अन्तरेण यकृल्लॊमाञ शूरसेनांश च पाण्डवाः
लुब्धा बरुवाणा मत्स्यस्य विषयं पराविशन वनात"
4,5,5,"ततॊ जनपदं पराप्य कृष्णा राजानम अब्रवीत
पश्यैकपद्यॊ दृश्यन्ते कषेत्राणि विविधानि च"
4,5,6,"वयक्तं दूरे विराटस्य राजधानी भविष्यति
वसामेह परां रात्रिं बलवान मे परिश्रमः"
4,5,7,"धनंजय समुद्यम्य पाञ्चालीं वह भारत
राजधान्यां निवत्स्यामॊ विमुक्ताश च वनादितः"
4,5,8,"ताम आदायार्जुनस तूर्णं दरौपदीं गजराड इव
संप्राप्य नगराभ्याशम अवतारयद अर्जुनः"
4,5,9,"स राजधानीं संप्राप्य कौन्तेयॊ ऽरजुनम अब्रवीत
कवायुधानि समासज्य परवेश्यामः पुरं वयम"
4,5,10,"सायुधाश च वयं तात परवेक्ष्यामः पुरं यति
समुद्वेगं जनस्यास्य करिष्यामॊ न संशयः"
4,5,11,"ततॊ दवादश वर्षाणि परवेष्टव्यं वनं पुनः
एकस्मिन्न अपि विज्ञाते परतिज्ञातं हि नस तथा"
4,5,12,"इयं कूटे मनुष्येन्द्र गहहा महती शमी
भीम शाखा दुरारॊहा शमशानस्य समीपतः"
4,5,13,"न चापि विद्यते कश चिन मनुष्य इह पार्थिव
उत्पथे हि वने जाता मृगव्यालनिषेविते"
4,5,14,"समासज्यायुधान्य अस्यां गच्छामॊ नगरं परति
एवम अत्र यथाजॊषं विहरिष्याम भारत"
4,5,15,"एवम उक्त्वा स राजानं धर्मात्मानं युधिष्ठिरम
परचक्रमे निधानाय शस्त्राणां भरतर्षभ"
4,5,16,"येन देवान मनुष्यांश च सर्पांश चैकरथॊ ऽजयत
सफीताञ्जनपदांश चान्यान अजयत कुरुनन्दनः"
4,5,17,"तद उदारं महाघॊषं सपत्नगणसूदनम
अपज्यम अकरॊत पार्थॊ गाण्डीवम अभयंकरम"
4,5,18,"येन वीरः कुरुक्षेत्रम अभ्यरक्षत परंतपः
अमुञ्चद धनुर अस तस्य जयाम अक्षय्यां युधिष्ठिरः"
4,5,19,"पाञ्चालान येन संग्रामे भीमसेनॊ ऽजयत परभुः
परत्यषेधद बहून एकः सपत्नांश चैव दिग जये"
4,5,20,"निशम्य यस्य विस्फारं वयद्रवन्त रणे परे
पर्वतस्येव दीर्णस्य विस्फॊटम अशनेर इव"
4,5,21,"सैन्धवं येन राजानं परामृषत चानघ
जया पाशं धनुर अस तस्य भीमसेनॊ ऽवतारयत"
4,5,22,"अजयत पश्चिमाम आशां धनुषा येन पाण्डवः
तस्य मौर्वीम अपाकर्षच छूरः संक्रन्दनॊ युधि"
4,5,23,"दक्षिणां दक्षिणाचारॊ दिशं येनाजयत परभुः
अपज्यम अकरॊद वीरः सहदेवस तदायुधम"
4,5,24,"खड्गांश च पीतान दीर्घांश च कलापांश च महाधनान
विपाठान कषुर धारांश च धनुर भिर निदधुः सह"
4,5,25,"ताम उपारुह्य नकुलॊ धनूंषि निदधत सवयम
यानि तस्यावकाशानि दृढरूपाण्य अमन्यत"
4,5,26,"यत्र चापश्यत स वै तिरॊ वर्षाणि वर्षति
तत्र तानि दृढैः पाशैः सुगाढं पर्यबन्धत"
4,5,27,"शरीरं च मृतस्यैकं समबध्नन्त पाण्डवाः
विवर्जयिष्यन्ति नरा दूराद एवं शमीम इमाम
आबद्धं शवम अत्रेति गन्धम आघ्राय पूतिकम"
4,5,28,"अशीतिशत वर्षेयं माता न इति वादिनः
कुलधर्मॊ ऽयम अस्माकं पूर्वैर आचरितॊ ऽपि च
समासजाना वृक्षे ऽसमिन्न इति वै वयाहरन्ति ते"
4,5,29,"आ गॊपालावि पालेभ्य आचक्षाणाः परंतपाः
आजग्मुर नगराभ्याशं पार्थाः शत्रुनिबर्हणाः"
4,5,30,"जयॊ जयन्तॊ विजयॊ जयत्सेनॊ जयद्बलः
इति गुह्यानि नामानि चक्रे तेषां युधिष्ठिरः"
4,5,31,"ततॊ यथाप्रतिज्ञाभिः पराविशन नगरं महत
अज्ञातचर्यां वत्स्यन्तॊ राष्ट्रं वर्षं तरयॊदशम"
4,6,1,"[वै]
ततॊ विराटं परथमं युधिष्ठिरॊ; राजा सभायाम उपविष्टुम आव्रजत
वैडूर्य रूपान परतिमुच्य काञ्चनान; अक्षान स कक्षे परिगृह्य वाससा"
4,6,2,"नराधिपॊ राष्ट्रपतिं यशस्विनं; महायशाः कौरव वंशवर्धनः
महानुभावॊ नरराज सत्कृतॊ; दुरासदस तीक्ष्णविषॊ यथॊरगः"
4,6,3,"बालेन रूपेण नरर्षभॊ महान; अथार्चि रूपेण यथामरस तथा
महाभ्रजालैर इव संवृतॊ रविर; यथानलॊ भस्म वृतश च वीर्यवान"
4,6,4,"तम आपतन्तं परसमीक्ष्य पाण्डवं; विराट राड इन्दुम इवाभ्रसंवृतम
मन्त्रिद्विजान सूत मुखान विशस तथा; ये चापि के चित परिषत समासते
पप्रच्छ कॊ ऽयं परथमं समेयिवान; अनेन यॊ ऽयं परसमीक्षते सभाम"
4,6,5,"न तु दविजॊ ऽयं भविता नरॊत्तमः; पतिः पृथिव्या इति मे मनॊगतम
न चास्य दासॊ न रथॊ न कुण्डले; समीपतॊ भराजति चायम इन्द्रवत"
4,6,6,"शरीरलिङ्गैर उपसूचितॊ हय अयं; मूर्धाभिषिक्तॊ ऽयम इतीव मानसम
समीपम आयाति च मे गतव्यथॊ; यथा गजस तामरसीं मदॊत्कटः"
4,6,7,"वितर्कयन्तं तु नरर्षभस तदा; यिधिष्ठिरॊ ऽभयेत्य विराटम अब्रवीत
सम्राड विजानात्व इह जीवितार्थिनं; विनष्ट सर्वस्वम उपागतं दविजम"
4,6,8,"इहाहम इच्छामि तवानघान्तिके; वस्तुं यथा कामचरस तथा विभॊ
तम अब्रवीत सवागतम इत्य अनन्तरं; राजा परहृष्टः परतिसंगृहाण च"
4,6,9,"कामेन ताताभिवदाम्य अहं तवां; कस्यासि राज्ञॊ विषयाद इहागतः
गॊत्रं च नामापि च शंस तत्त्वतः; किं चापि शिल्पं तव विद्यते कृतम"
4,6,10,"युधिष्ठिरस्यासम अहं पुरा सखा; वैयाघ्रपद्यः पुनर अस्मि बराह्मणः
अक्षान परवप्तुं कुशलॊ ऽसमि देविता; कङ्केति नाम्नास्मि विराट विश्रुतः"
4,6,11,"ददामि ते हन्त वरं यम इच्छसि; परशाधि मत्स्यान वशगॊ हय अहं तव
परिया हि धूर्ता मम देविनः सदा; भवांश च देवॊपम राज्यम अर्हति"
4,6,12,"आप्तॊ विवादः परमॊ विशां पते; न विद्यते किं चन मत्स्यहीनतः
न मे जितः कश चन धारयेद धनं; वरॊ ममैषॊ ऽसतु तव परसादतः"
4,6,13,"हन्याम अवध्यं यदि ते ऽपरियं चरेत; परव्राजयेयं विषयाद दविजांस तथा
शृण्वन्तु मे जानपदाः समागताः; कङ्कॊ यथाहं विषये परभुस तथा"
4,6,14,"समानयानॊ भवितासि मे सखा; परभूतवस्त्रॊ बहु पानभॊजनः
पश्येस तवम अन्तश च बहिश च सर्वदा; कृतं च ते दवारम अपावृतं मया"
4,6,15,"ये तवानुवादेयुर अवृत्ति कर्शिता; बरूयाश च तेषां वचनेन मे सदा
दास्यामि सर्वं तद अहं न संशयॊ; न ते भयं विद्यति संनिधौ मम"
4,6,16,"एवं स लब्ध्वा तु वरं समागमं; विराट राजेन नरर्षभस तदा
उवास वीरः परमार्चितः सुखी; न चापि कश चिच चरितं बुबॊध तत"
4,7,1,"[वै]
अथापरॊ भीमबलः शरिया जवलन्न; उपाययौ सिंहविलास विक्रमः
खजं च दर्वीं च करेण धारयन्न; असिं च कालाङ्गम अकॊशम अव्रणम"
4,7,2,"स सूदरूपः परमेण वर्चसा; रविर यथा लॊकम इमं परभासयन
सुकृष्ण वासा गिरिराजसारवान; स मत्स्यराजं समुपेत्य तस्थिवान"
4,7,3,"तं परेक्ष्य राजा वरयन्न उपागतं; ततॊ ऽबरवीज जानपदान समागतान
सिंहॊन्नतांसॊ ऽयम अतीव रूपवान; परदृश्यते कॊ नु नरर्षभॊ युवा"
4,7,4,"अदृष्टपूर्वः पुरुषॊ रविर यथा; वितर्कयन नास्य लभामि संपदम
तथास्य चित्तं हय अपि संवितर्कयन; नरर्षभस्याद्य न यामि तत्त्वतः"
4,7,5,"ततॊ विराटं समुपेत्य पाण्डवः; सुदीनरूपॊ वचनं महामनाः
उवाच सूदॊ ऽसमि नरेन्द्र बल्लवॊ; भजस्व मां वयञ्जन कारम उत्तमम"
4,7,6,"न सूदतां मानद शरद्दधामि ते; सहस्रनेत्र परतिमॊ हि दृश्यसे
शरिया च रूपेण च विक्रमेण च; परभासि तातानवरॊ नरेष्व इह"
4,7,7,"नरेन्द्र सूदः परिचारकॊ ऽसमि ते; जानामि सूपान परथमेन केवलान
आस्वादिता ये नृपते पुराभवन; युधिष्ठिरेणापि नृपेण सर्वशः"
4,7,8,"बलेन तुल्यश च न विद्यते मया; नियुद्ध शीलश च सदैव पार्थिव
गजैश च सिंहैश च समेयिवान अहं; सदा करिष्यामि तवानघ परियम"
4,7,9,"ददामि ते हन्त वरं महानसे; तथा च कुर्याः कुशलं हि भाषसे
न चैव मन्ये तव कर्म तत समं; समुद्रनेमिं पृथिवीं तवम अर्हसि"
4,7,10,"यथा हि कामस तव तत तथा कृतं; महानसे तवं भव मे पुरस्कृतः
नराश च ये तत्र ममॊचिताः पुरा; भवस्व तेषाम अधिपॊ मया कृतः"
