1,"[वै]
निर्याहि मध्याद इति मत्स्यपुत्रम; उवाच यावत कुरवॊ विसंज्ञाः"
13,"आचार्य शारद्वतयॊः सुशुक्ले; कर्णस्य पीतं रुचिरं च वस्त्रम
दरौणेश च राज्ञश च तथैव नीले; वस्त्रे समादत्स्व नरप्रवीर"
14,"भीष्मस्य संज्ञां तु तथैव मन्य; जानाति मे ऽसत्रप्रतिघातम एषः
एतस्य वाहान कुरु सव्यतस तवम; एवं हि यातव्यम अमूढ संज्ञैः"
15,"रश्मीन समुत्सृज्य ततॊ महात्मा; रथाद अवप्लुत्य विराट पुत्रः
वस्त्राण्य उपादाय महारथानां; तूर्णं पुनः सवं रथम आरुरॊह"
16,"ततॊ ऽनवशासच चतुरः सदश्वान; पुत्रॊ विराटस्य हिरण्यकक्ष्यान
ते तद वयतीयुर धवजिनाम अनीकं; शवेता वहन्तॊ ऽरजुनम आजिमध्यात"
17,"तथा तु यान्तं पुरुषप्रवीरं; भीष्मः शरैर अभ्यहनत तरस्वी
स चापि भीष्मस्य हयान निहत्य; विव्याध पार्श्वे दशभिः पृषत्कैः"
18,"ततॊ ऽरजुनॊ भीष्मम अपास्य युद्धे; विद्ध्वास्य यन्तारम अरिष्टधन्वा
तस्थौ विमुक्तॊ रथवृन्दमध्याद; राहुं विदार्येव सहस्ररश्मिः"
19,"लब्ध्वा तु संज्ञां च कुरुप्रवीरः; पार्थं समीक्ष्याथ महेन्द्रकल्पम
रणाद विमुक्तं सथितम एकम आजौ; स धार्तराष्ट्रस तवरितॊ बभाषे"
20,"अयं कथं सविद भवतां विमुक्तस; तं वै परबध्नीत यथा न मुच्येत
तम अब्रवीच छांतनवः परहस्य; कव ते गता बुद्धिर अभूत कव वीर्यम"
21,"शान्तिं पराश्वस्य यथा सथितॊ ऽभूर; उत्सृज्य बाणांश च धनुश च चित्रम
न तव एव बीभत्सुर अलं नृशंसं; कर्तुं न पापे ऽसय मनॊ निविष्टम"
22,"तरैलॊक्यहेतॊर न जहेत सवधर्मं; तस्मान न सर्वे निहता रणे ऽसमिन
कषिप्रं कुरून याहि कुरुप्रवीर; विजित्य गाश च परतियातु पार्थः"
23,"दुर्यॊधनस तस्य तु तन निशम्य; पितामहस्यात्म हितं वचॊ ऽथ
अतीतकामॊ युधि सॊ ऽतय अमर्षी; राजा विनिःश्वस्य बभूव तूष्णीम"
24,"तद भीष्म वाक्यं हितम ईक्ष्य सर्वे; धनंजयाग्निं च विवर्धमानम
निवर्तनायैव मनॊ निदध्युर; दुर्यॊधनं ते परिरक्षमाणाः"
25,"तान परस्थितान परीतमनाः स पार्थॊ; धनंजयः परेक्ष्य कुरुप्रवीरान
आभाषमाणॊ ऽनुययौ मुहूर्तं; संपूजयंस तत्र गुरून महात्मा"
26,"पितामहं शांतनवं स वृद्धं; दरॊणं गुरुं च परतिपूज्य मूर्ध्ना
दरौणिं कृपं चैव गुरूंश च सर्वाञ; शरैर विचित्रैर अभिवाद्य चैव"
27,"दुर्यॊधनस्यॊत्तम रत्नचित्रं; चिच्छेद पार्थॊ मुकुटं शरेण
आमन्त्र्य वीरांश च तथैव मान्यान; गाण्डीवघॊषेण विनाद्य लॊकान"
28,"स देवदत्तं सहसा विनाद्य; विदार्य वीरॊ दविषतां मनांसि
धवजेन सर्वान अभिभूय शत्रून; स हेमजालेन विराजमानः"
29,"दृष्ट्वा परयातांस तु कुरून किरीटी; हृष्टॊ ऽबरवीत तत्र स मत्स्यपुत्रम
आवर्तयाश्वान पशवॊ जितास ते; याताः परे याहि पुरं परहृष्टः"
