1,"[धृ]
पृच्छामि तवां संजय राजमध्ये; किम अब्रवीद वाक्यम अदीनसत्त्वः
दर्पस्यान्ते विहिते वेपमानः; पश्चान मन्दस तप्स्यति धार्तराष्ट्रः"
61,"पूर्वाह्ने मां कृतजप्यं कदा चिद; विप्रः परॊवाचॊदकान्ते मनॊज्ञम
करव्यं ते दुष्करं कर्म पार्थ; यॊद्धव्यं ते शत्रुभिः सव्यसाचिन"
62,"इन्द्रॊ वा ते हरिवान वज्रहस्तः; पुरस्ताद यातु समरे ऽरीन विनिघ्नन
सुग्रीव युक्तेन रथेन वा ते; पश्चात कृष्णॊ रक्षतु वासुदेवः"
63,"वव्रे चाहं वज्रहस्तान महेन्द्राद; अस्मिन युद्धे वासुदेवं सहायम
स मे लब्धॊ दस्युवधाय कृष्णॊ; मन्ये चैतद विहितं दैवतैर मे"
64,"अयुध्यमानॊ मनसापि यस्य; जयं कृष्णः पुरुषस्याभिनन्देत
धरुवं सर्वान सॊ ऽभयतीयाद अमित्रान; सेन्द्रान देवान मानुषे नास्ति चिन्ता"
65,"स बाहुभ्यां सागरम उत्तितीर्षेन; महॊदधिं सलिलस्याप्रमेयम
तेजस्विनं कृष्णम अत्यन्तशूरं; युद्धेन यॊ वासुदेवं जिगीषेत"
66,"गिरिं य इच्छेत तलेन भेत्तुं; शिलॊच्चयं शवेतम अति परमाणम
तस्यैव पाणिः स नखॊ विशीर्येन; न चापि किं चित स गिरेस तु कुर्यात"
67,"अग्निं समिद्धं शमयेद भुजाभ्यां; चन्द्रं च सूर्यं च निवारयेत
हरेद देवानाम अमृतं परसह्य; युद्धेन यॊ वासुदेवं जिगीषेत"
68,"यॊ रुक्मिणीम एकरथेन भॊज्याम; उत्साद्य राज्ञां विषयं परसह्य
उवाह भार्यां यशसा जवलन्तीं; यस्यां जज्ञे रक्मिणेयॊ महात्मा"
69,"अयं गान्धरांस तरसा संप्रमथ्य; जित्वा पुत्रान नग्न जितः समग्रान
बद्धं मुमॊच विनदन्तं परसह्य; सुदर्शनीयं देवतानां ललामम"
70,"अयं कवाटे निजघान पाण्ड्यं; तथा कलिङ्गान दन्तकूरे ममर्द
अनेन दग्धा वर्षपूगान विनाथा; वाराणसी नगरी संबभूव"
71,"यं सम युद्धे मन्यते ऽनयैर अजेयम; एकलव्यं नाम निषादराजम
वेगेनेव शैलम अभिहत्य जम्भः; शेते स कृष्णेन हतः परासुः"
72,"तथॊग्रसेनस्य सुतं परदुष्टं; वृष्ण्यन्धकानां मध्यगां तपन्तम
अपातयद बलदेव दवितीयॊ; हत्वा ददौ चॊग्रसेनाय राज्यम"
73,"अयं सौभं यॊधयाम आस सवस्थं; विभीषणं मायया शाल्वराजम
सौभद्वारि परत्यगृह्णाच छतघ्नीं; दॊर्भ्यां क एनं विषहेत मर्त्यः"
74,"पराग्ज्यॊतिषं नाम बभूव दुर्गं; पुरं घॊरम असुराणाम असह्यम
महाबलॊ नरकस तत्र भौमॊ; जहारादित्या मणिकुण्डले शुभे"
75,"न तं देवाः सह शक्रेण सेहिरे; समागताहरणाय भीताः
दृष्ट्वा च ते विक्रमं केशवस्य; बलं तथैवास्त्रम अवारणीयम"
76,"जानन्तॊ ऽसय परकृतिं केशवस्य; नययॊजयन दस्यु वधाय कृष्णम
स तत कर्म परतिशुश्राव दुष्करम; ऐश्वर्यवान सिद्धिषु वासुदेवः"
77,"निर्मॊचने षट सहस्राणि हत्वा; संछिद्य पाशान सहसा कषुरान्तान
मुरं हत्वा विनिहत्यौघराक्षसं; निर्मॊचनं चापि जगाम वीरः"
78,"तत्रैव तेनास्य बभूव युद्धं; महाबलेनातिबलस्य विष्णॊः
शेते स कृष्णेन हतः परासुर; वातेनेव मथितः कर्णिकारः"
79,"आहृत्य कृष्णॊ मणिकुण्डले ते; हत्वा च भौमं नरकं मुरं च
शरिया वृतॊ यशसा चैव धीमान; परत्याजगामाप्रतिम परभावः"
80,"तस्मै वरान अददंस तत्र देवा; दृष्ट्वा भीमं कर्म रणे कृतं तत
शरमश च ते युध्यमानस्य न सयाद; आकाशे वा अप्सु चैव करमः सयात"
81,"शस्त्राणि गात्रे च न ते करमेरन्न; इत्य एव कृष्णश च ततः कृतार्थः
एवंरूपे वासुदेवे ऽपरमेये; महाबले गुणसंपत सदैव"
82,"तम असह्यं विष्णुम अनन्तवीर्यम; आशंसते धारराष्ट्रॊ बलेन
यदा हय एनं तर्कयते दुरात्मा; तच चाप्य अयं सहते ऽसमान समीक्ष्य"
83,"पर्यागतं मम कृष्णस्य चैव; यॊ मन्यते कलहं संप्रयुज्य
शक्यं हर्तुं पाण्डवानां ममत्वं; तद वेदिता संयुगं तत्र गत्वा"
84,"नमस्कृत्वा शांतनवाय राज्ञे; दरॊणायाथॊ सह पुत्राय चैव
शारद्वतायाप्रतिद्वन्द्विने च; यॊत्स्याम्य अहं राज्यम अभीप्समानः"
85,"धर्मेणास्त्रं नियतं तस्य मन्ये; यॊ यॊत्स्यते पाण्डवैर धर्मचारी
मिथ्या घले निर्जिता वै नृशंसैः; संवत्सरान दवादश पाण्डुपुत्राः"
86,"अवाप्य कृच्छ्रं विहितं हय अरण्ये; दीर्घं कालं चैकम अज्ञातचर्याम
ते हय अकस्माज जीवितं पाण्डवानां; न मृष्यन्ते हार्तराष्ट्राः पदस्थाः"
87,"ते चेद अस्मान युध्यमानाञ जयेयुर; देवैर अपीन्द्र परमुखैः सहायैः
धर्माद अधर्मश चरितॊ गरीयान; इति धरुवं नास्ति कृतं न साधु"
88,"न चेद इमं पुरुषं कर्म बद्धं; न चेद अस्मान मन्यते ऽसौ विशिष्टान
आशंसे ऽहं वासुदेव दवितीयॊ; दुर्यॊधनं सानुबन्धं निहन्तुम"
89,"न चेद इदं कर्म नरेषु बद्धं; न विद्यते पुरुषस्य सवकर्म
इदं च तच चापि समीक्ष्य नूनं; पराजयॊ धार्तराष्ट्रस्य साधुः"
90,"परत्यक्षं वः कुरवॊ यद बरवीमि; युध्यमाना धार्तराष्ट्रा न सन्ति
अन्यत्र युद्धात कुरवः परीप्सन; न युध्यतां शेष इहास्ति कश चित"
91,"हत्वा तव अहं धार्तराष्ट्रान स कर्णान; राज्यं कुरूणाम अवजेता समग्रम
यद वः कार्यं तत कुरुध्वं यथास्वम; इष्टान दारान आत्मजांश चॊपभुङ्क्ते"
92,"अप्य एवं नॊ बराह्मणाः सन्ति वृद्धा; बहुश्रुताः शीलवन्तः कुलीनाः
सांवत्सरा जयॊतिषि चापि युक्ता; नक्षत्रयॊगेषु च निश्चयज्ञाः"
93,"उच्चावचं दैवयुक्तं रहस्यं; दिव्याः परश्ना मृगचक्रा मुहूर्ताः
कषयं महान्तं कुरुसृञ्जयानां; निवेदयन्ते पाण्डवानां जयं च"
94,"तथा हि नॊ मन्यते ऽजातशत्रुः; संसिद्धार्थॊ दविषतां निग्रहाय
जनार्दनश चाप्य अपरॊक्ष विद्यॊ; न संशयं पश्यति वृष्णिसिंहः"
95,"अहं च जानामि भविष्य रूपं; पश्यामि बुद्ध्या सवयम अप्रमत्तः
दृष्टिश च मे न वयथते पुराणी; युध्यमाना धार्तराष्ट्रा न सन्ति"
96,"अनालब्धं जृम्भति गाण्डिवं धनुर; अनालब्धा कम्पति मे धनुर्ज्या
बाणाश च मे तूणमुखाद विसृज्य; मुहुर मुहुर गन्तुम उशन्ति चैव"
97,"सैक्यः कॊशान निःसरति परसन्नॊ; हित्वेव जीर्णाम उरगस तवचं सवाम
धवजे वाचॊ रौद्ररूपा वदन्ति; कदा रथॊ यॊक्ष्यते ते किरीटिन"
98,"गॊमायुसंघाश च वदन्ति रात्रौ; रक्षांस्य अथॊ निष्पतन्त्य अन्तरिक्षात
मृगाः शृगालाः शितिकण्ठाश च काका; गृध्रा बडाश चैव तरक्षवश च"
99,"सुपर्णपाताश च पतन्ति पश्चाद; दृष्ट्वा रथं शवेतहयप्रयुक्तम
अहं हय एकः पार्थिवान सर्वयॊधाञ; शरान वर्षन मृत्युलॊकं नयेयम"
100,"समाददानः पृथग अस्त्रमार्गान; यथाग्निर इद्धॊ गहनं निदाघे
सथूणाकर्णं पाशुपतं च घॊरं; तथा बरह्मास्त्रं यच च शक्रॊ विवेद"
101,"वधे धृतॊ वेगवतः परमुञ्चन; नाहं परजाः किं चिद इवावशिष्ये
शान्तिं लप्स्ये परमॊ हय एष भावः; सथिरॊ मम बरूहि गावल्गणे तान"
102,"नित्यं पुनः सचिवैर यैर अवॊचद; देवान अपीन्द्र परमुखान सहायान
तैर मन्यते कलहं संप्रयुज्य; स धार्तराष्ट्रः पश्यत मॊहम अस्य"
103,"वृद्धॊ भीष्मः शांतनवः कृपश च; दरॊणः सपुत्रॊ विदुरश च धीमान
एते सर्वे यद्वद अन्ते तद अस्तु; आयुष्मन्तः कुरवः सन्तु सर्वे"
